order_id,customer_id,product_id,order_date,quantity,line_revenue,channel,source_system
ORD-001780,CUST-0057,SKU-0037,2026-06-12,7,21.7,rep,SAP
ORD-001783,CUST-0057,SKU-0036,2026-03-29,9,29.7,ecommerce,SAP
ORD-001786,CUST-0058,SKU-0046,2026-04-08,5,57.5,rep,SAP
ORD-001803,CUST-0058,SKU-0019,2025-08-09,7,59.5,ecommerce,SAP
ORD-001804,CUST-0058,SKU-0024,2026-03-13,20,70.0,rep,SAP
ORD-001813,CUST-0058,SKU-0011,2025-09-16,9,28.8,rep,SAP
ORD-001816,CUST-0058,SKU-0014,2025-09-16,20,110.0,ecommerce,SAP
ORD-001821,CUST-0059,SKU-0053,2025-12-25,1,4.2,rep,SAP
ORD-001829,CUST-0059,SKU-0037,2025-12-26,6,18.6,ecommerce,SAP
ORD-001850,CUST-0059,SKU-0057,2026-02-27,20,150.0,rep,SAP
ORD-001867,CUST-0060,SKU-0008,2026-03-12,20,42.0,rep,SAP
ORD-001878,CUST-0060,SKU-0052,2026-05-02,4,20.0,ecommerce,SAP
ORD-001885,CUST-0060,SKU-0045,2026-02-27,15,97.5,ecommerce,SAP
ORD-001895,CUST-0061,SKU-0015,2025-10-13,13,84.5,ecommerce,SAP
ORD-001896,CUST-0061,SKU-0057,2025-10-13,6,45.0,rep,SAP
ORD-001905,CUST-0061,SKU-0017,2025-09-26,1,18.0,rep,SAP
ORD-001911,CUST-0061,SKU-0019,2025-10-02,14,119.0,rep,SAP
ORD-001912,CUST-0061,SKU-0005,2025-10-02,14,47.6,rep,SAP
ORD-001913,CUST-0061,SKU-0060,2025-10-02,1,4.5,ecommerce,SAP
ORD-001914,CUST-0061,SKU-0011,2025-10-02,12,38.4,ecommerce,SAP
ORD-001945,CUST-0062,SKU-0012,2026-03-03,16,76.8,ecommerce,SAP
ORD-001949,CUST-0062,SKU-0055,2025-11-08,4,7.6,ecommerce,SAP
ORD-001955,CUST-0062,SKU-0011,2026-02-24,14,44.8,ecommerce,SAP
ORD-001961,CUST-0062,SKU-0046,2025-11-25,16,184.0,ecommerce,SAP
ORD-001969,CUST-0062,SKU-0017,2026-03-23,9,162.0,ecommerce,SAP
ORD-001970,CUST-0062,SKU-0048,2025-10-17,16,99.2,rep,SAP
ORD-001971,CUST-0062,SKU-0037,2025-09-06,2,6.2,rep,SAP
ORD-001982,CUST-0063,SKU-0019,2025-11-07,5,42.5,ecommerce,SAP
ORD-001993,CUST-0063,SKU-0002,2026-07-02,9,43.2,rep,SAP
ORD-001996,CUST-0063,SKU-0019,2026-07-02,12,102.0,ecommerce,SAP
ORD-001997,CUST-0063,SKU-0021,2026-03-09,6,43.2,ecommerce,SAP
ORD-001999,CUST-0063,SKU-0057,2026-02-14,1,7.5,ecommerce,SAP
ORD-002003,CUST-0064,SKU-0029,2025-09-23,5,11.5,rep,SAP
ORD-002005,CUST-0064,SKU-0020,2025-09-23,16,224.0,ecommerce,SAP
ORD-002010,CUST-0064,SKU-0001,2025-11-09,5,22.5,ecommerce,SAP
ORD-002018,CUST-0064,SKU-0020,2026-01-31,17,238.0,ecommerce,SAP
ORD-002021,CUST-0064,SKU-0034,2026-05-22,18,39.6,ecommerce,SAP
ORD-002023,CUST-0064,SKU-0015,2026-05-22,5,32.5,ecommerce,SAP
ORD-002024,CUST-0064,SKU-0017,2026-05-22,2,36.0,rep,SAP
ORD-002036,CUST-0065,SKU-0016,2026-06-11,16,192.0,rep,SAP
ORD-002039,CUST-0065,SKU-0015,2026-06-11,1,6.5,ecommerce,SAP
ORD-002043,CUST-0065,SKU-0024,2026-08-04,19,66.5,ecommerce,SAP
ORD-002047,CUST-0065,SKU-0015,2026-03-30,10,65.0,rep,SAP
ORD-002050,CUST-0065,SKU-0011,2026-07-30,7,22.4,ecommerce,SAP
ORD-002051,CUST-0065,SKU-0032,2026-07-30,6,21.6,rep,SAP
ORD-002053,CUST-0065,SKU-0026,2026-06-30,13,80.6,ecommerce,SAP
ORD-002057,CUST-0066,SKU-0020,2026-02-26,3,42.0,rep,SAP
ORD-002059,CUST-0066,SKU-0007,2026-02-26,10,22.0,ecommerce,SAP
ORD-002066,CUST-0066,SKU-0034,2026-05-18,18,39.6,ecommerce,SAP
ORD-002067,CUST-0066,SKU-0060,2026-05-18,19,85.5,ecommerce,SAP
ORD-002075,CUST-0066,SKU-0017,2026-05-25,8,144.0,ecommerce,SAP
ORD-002079,CUST-0066,SKU-0054,2025-09-08,6,22.8,ecommerce,SAP
ORD-002093,CUST-0067,SKU-0034,2025-10-05,5,11.0,ecommerce,SAP
ORD-002094,CUST-0067,SKU-0024,2025-10-05,12,42.0,ecommerce,SAP
ORD-002107,CUST-0068,SKU-0043,2026-01-02,11,37.4,rep,SAP
ORD-002109,CUST-0068,SKU-0018,2025-12-01,19,114.0,rep,SAP
ORD-002117,CUST-0068,SKU-0012,2025-12-02,3,14.4,rep,SAP
ORD-002125,CUST-0068,SKU-0034,2026-01-03,12,26.4,ecommerce,SAP
ORD-002126,CUST-0068,SKU-0041,2026-01-03,1,4.5,ecommerce,SAP
ORD-002128,CUST-0069,SKU-0054,2026-04-07,20,76.0,ecommerce,SAP
ORD-002129,CUST-0069,SKU-0044,2026-04-07,9,80.1,ecommerce,SAP
ORD-002144,CUST-0069,SKU-0003,2026-03-05,3,11.7,ecommerce,SAP
ORD-002145,CUST-0069,SKU-0020,2025-11-18,3,42.0,ecommerce,SAP
ORD-002147,CUST-0069,SKU-0021,2025-09-27,14,100.8,ecommerce,SAP
ORD-002150,CUST-0069,SKU-0019,2025-09-27,19,161.5,ecommerce,SAP
ORD-002151,CUST-0069,SKU-0038,2025-09-27,19,104.5,ecommerce,SAP
ORD-002154,CUST-0069,SKU-0017,2026-04-15,3,54.0,ecommerce,SAP
ORD-002157,CUST-0069,SKU-0032,2025-12-07,2,7.2,ecommerce,SAP
ORD-002158,CUST-0069,SKU-0003,2025-12-07,18,70.2,ecommerce,SAP
ORD-002160,CUST-0069,SKU-0054,2026-04-04,13,49.4,ecommerce,SAP
ORD-002163,CUST-0069,SKU-0025,2026-04-04,11,38.5,rep,SAP
ORD-002181,CUST-0070,SKU-0047,2026-04-19,12,153.6,ecommerce,SAP
ORD-002185,CUST-0070,SKU-0058,2026-02-20,6,31.2,ecommerce,SAP
ORD-002194,CUST-0070,SKU-0054,2026-02-14,8,30.4,rep,SAP
ORD-002197,CUST-0070,SKU-0022,2026-06-27,16,128.0,ecommerce,SAP
ORD-002206,CUST-0070,SKU-0025,2025-12-12,12,42.0,ecommerce,SAP
ORD-002213,CUST-0071,SKU-0046,2025-10-29,5,57.5,ecommerce,SAP
ORD-002214,CUST-0071,SKU-0022,2025-10-17,3,24.0,rep,SAP
ORD-002216,CUST-0071,SKU-0026,2026-05-02,18,111.6,rep,SAP
ORD-002243,CUST-0071,SKU-0037,2025-12-05,2,6.2,ecommerce,SAP
ORD-002245,CUST-0072,SKU-0016,2026-08-05,15,180.0,rep,SAP
ORD-002252,CUST-0072,SKU-0019,2026-01-31,11,93.5,ecommerce,SAP
ORD-002256,CUST-0072,SKU-0040,2026-01-25,13,63.7,ecommerce,SAP
ORD-002257,CUST-0072,SKU-0054,2026-01-25,14,53.2,ecommerce,SAP
ORD-002258,CUST-0072,SKU-0026,2026-01-25,7,43.4,rep,SAP
ORD-002259,CUST-0072,SKU-0052,2026-01-25,4,20.0,ecommerce,SAP
ORD-002273,CUST-0072,SKU-0028,2025-10-11,19,98.8,ecommerce,SAP
ORD-002278,CUST-0073,SKU-0027,2026-07-07,15,63.0,rep,SAP
ORD-002281,CUST-0073,SKU-0025,2026-04-06,3,10.5,ecommerce,SAP
ORD-002286,CUST-0073,SKU-0040,2025-10-21,17,83.3,ecommerce,SAP
ORD-002289,CUST-0073,SKU-0020,2026-04-09,16,224.0,ecommerce,SAP
ORD-002296,CUST-0073,SKU-0017,2025-09-19,18,324.0,ecommerce,SAP
ORD-002298,CUST-0073,SKU-0003,2026-04-04,9,35.1,rep,SAP
ORD-002311,CUST-0074,SKU-0060,2025-12-22,14,63.0,ecommerce,SAP
ORD-002314,CUST-0074,SKU-0057,2025-12-30,8,60.0,ecommerce,SAP
ORD-002324,CUST-0074,SKU-0023,2026-02-19,8,108.0,ecommerce,SAP
ORD-002341,CUST-0075,SKU-0036,2025-12-27,18,59.4,rep,SAP
ORD-002342,CUST-0075,SKU-0057,2025-12-27,20,150.0,ecommerce,SAP
ORD-002349,CUST-0075,SKU-0002,2025-12-01,5,24.0,rep,SAP
ORD-002350,CUST-0075,SKU-0003,2025-12-01,15,58.5,rep,SAP
ORD-002351,CUST-0075,SKU-0005,2025-12-01,20,68.0,ecommerce,SAP
ORD-002357,CUST-0075,SKU-0047,2025-09-02,19,243.2,ecommerce,SAP
ORD-002362,CUST-0075,SKU-0025,2026-03-08,8,28.0,ecommerce,SAP
ORD-002364,CUST-0075,SKU-0040,2026-07-17,18,88.2,ecommerce,SAP
ORD-002366,CUST-0075,SKU-0038,2026-07-17,17,93.5,ecommerce,SAP
ORD-002367,CUST-0076,SKU-0017,2025-11-30,17,306.0,ecommerce,SAP
ORD-002369,CUST-0076,SKU-0016,2025-11-29,15,180.0,rep,SAP
ORD-002380,CUST-0076,SKU-0013,2025-10-30,6,17.4,rep,SAP
ORD-002384,CUST-0076,SKU-0043,2026-06-16,6,20.4,ecommerce,SAP
ORD-002385,CUST-0077,SKU-0033,2026-04-24,8,36.0,rep,SAP
ORD-002391,CUST-0077,SKU-0001,2026-02-23,9,40.5,ecommerce,SAP
ORD-002400,CUST-0077,SKU-0041,2026-04-11,14,63.0,rep,SAP
ORD-002406,CUST-0077,SKU-0057,2026-06-30,4,30.0,rep,SAP
ORD-002408,CUST-0077,SKU-0055,2026-03-14,1,1.9,ecommerce,SAP
ORD-002412,CUST-0078,SKU-0032,2025-12-23,4,14.4,ecommerce,SAP
ORD-002414,CUST-0078,SKU-0060,2025-09-23,9,40.5,rep,SAP
ORD-002416,CUST-0078,SKU-0035,2025-09-23,7,16.1,ecommerce,SAP
ORD-002419,CUST-0078,SKU-0005,2026-06-26,8,27.2,rep,SAP
ORD-002422,CUST-0078,SKU-0054,2026-04-17,11,41.8,ecommerce,SAP
ORD-002423,CUST-0078,SKU-0056,2026-04-17,15,172.5,ecommerce,SAP
ORD-002427,CUST-0078,SKU-0009,2026-05-16,9,85.5,rep,SAP
ORD-002432,CUST-0078,SKU-0002,2025-09-27,2,9.6,ecommerce,SAP
ORD-002433,CUST-0078,SKU-0059,2025-09-27,18,36.0,rep,SAP
ORD-002436,CUST-0078,SKU-0009,2026-05-13,3,28.5,ecommerce,SAP
ORD-002440,CUST-0078,SKU-0037,2025-09-30,1,3.1,ecommerce,SAP
ORD-002456,CUST-0079,SKU-0042,2025-10-14,16,115.2,ecommerce,SAP
ORD-002461,CUST-0079,SKU-0059,2026-05-16,6,12.0,ecommerce,SAP
ORD-002467,CUST-0079,SKU-0043,2026-05-21,5,17.0,ecommerce,SAP
ORD-002471,CUST-0079,SKU-0058,2025-11-19,7,36.4,ecommerce,SAP
ORD-002475,CUST-0080,SKU-0015,2026-04-14,14,91.0,ecommerce,SAP
ORD-002485,CUST-0080,SKU-0057,2026-06-05,15,112.5,ecommerce,SAP
ORD-002486,CUST-0080,SKU-0055,2026-06-05,14,26.6,ecommerce,SAP
ORD-002491,CUST-0080,SKU-0019,2025-09-03,17,144.5,ecommerce,SAP
ORD-002494,CUST-0080,SKU-0019,2026-01-24,14,119.0,ecommerce,SAP
ORD-002499,CUST-0080,SKU-0055,2026-06-29,4,7.6,ecommerce,SAP
ORD-002503,CUST-0080,SKU-0036,2026-06-29,3,9.9,ecommerce,SAP
ORD-000002,CUST-0001,SKU-0038,2025-12-14,16,88.0,ecommerce,Salesforce
ORD-000003,CUST-0001,SKU-0052,2025-12-14,10,50.0,ecommerce,Salesforce
ORD-000004,CUST-0001,SKU-0042,2025-12-14,20,144.0,rep,SAP
ORD-000006,CUST-0001,SKU-0007,2026-01-10,7,15.4,ecommerce,Salesforce
ORD-000007,CUST-0001,SKU-0006,2026-01-10,1,2.2,ecommerce,Salesforce
ORD-000008,CUST-0001,SKU-0007,2026-01-10,10,22.0,rep,SAP
ORD-000011,CUST-0001,SKU-0042,2025-09-12,19,136.8,rep,SAP
ORD-000012,CUST-0001,SKU-0042,2026-04-03,18,129.6,ecommerce,Salesforce
ORD-000013,CUST-0001,SKU-0049,2026-04-03,11,85.8,ecommerce,Salesforce
ORD-000014,CUST-0001,SKU-0053,2026-04-03,9,37.8,ecommerce,Salesforce
ORD-000015,CUST-0001,SKU-0030,2025-11-04,6,13.8,rep,SAP
ORD-000016,CUST-0001,SKU-0006,2025-11-04,16,35.2,ecommerce,Salesforce
ORD-000017,CUST-0001,SKU-0029,2025-11-04,14,32.2,ecommerce,Salesforce
ORD-000018,CUST-0001,SKU-0053,2025-11-04,18,75.6,ecommerce,Salesforce
ORD-000019,CUST-0001,SKU-0050,2025-12-14,17,59.5,rep,SAP
ORD-000020,CUST-0001,SKU-0030,2025-12-14,14,32.2,ecommerce,Salesforce
ORD-000021,CUST-0001,SKU-0049,2025-12-14,15,117.0,rep,SAP
ORD-000023,CUST-0001,SKU-0058,2026-05-15,6,31.2,ecommerce,Salesforce
ORD-000024,CUST-0001,SKU-0039,2026-03-03,4,12.8,ecommerce,Salesforce
ORD-000025,CUST-0001,SKU-0027,2026-01-03,16,67.2,rep,SAP
ORD-000027,CUST-0001,SKU-0018,2026-01-03,14,84.0,ecommerce,Salesforce
ORD-000028,CUST-0001,SKU-0008,2026-01-03,10,21.0,rep,SAP
ORD-000029,CUST-0001,SKU-0039,2026-01-03,18,57.6,ecommerce,Salesforce
ORD-000030,CUST-0001,SKU-0050,2026-05-12,7,24.5,rep,SAP
ORD-000031,CUST-0001,SKU-0009,2026-05-12,11,104.5,rep,SAP
ORD-000032,CUST-0001,SKU-0025,2026-05-12,5,17.5,ecommerce,Salesforce
ORD-000033,CUST-0001,SKU-0050,2026-05-12,4,14.0,rep,SAP
ORD-000034,CUST-0002,SKU-0027,2026-03-28,5,21.0,ecommerce,Salesforce
ORD-000037,CUST-0002,SKU-0052,2025-12-20,3,15.0,ecommerce,Salesforce
ORD-000038,CUST-0002,SKU-0028,2026-01-01,4,20.8,rep,SAP
ORD-000039,CUST-0002,SKU-0058,2026-01-01,10,52.0,rep,SAP
ORD-000040,CUST-0002,SKU-0010,2025-09-04,8,46.4,ecommerce,Salesforce
ORD-000042,CUST-0002,SKU-0039,2025-09-04,19,60.8,ecommerce,Salesforce
ORD-000043,CUST-0002,SKU-0039,2025-12-15,10,32.0,ecommerce,Salesforce
ORD-000044,CUST-0002,SKU-0042,2025-12-15,10,72.0,ecommerce,Salesforce
ORD-000045,CUST-0002,SKU-0010,2025-12-15,13,75.4,rep,SAP
ORD-000046,CUST-0002,SKU-0042,2025-12-15,10,72.0,rep,SAP
ORD-000048,CUST-0002,SKU-0015,2026-07-10,20,130.0,rep,SAP
ORD-000050,CUST-0002,SKU-0050,2026-07-10,15,52.5,ecommerce,Salesforce
ORD-000051,CUST-0002,SKU-0021,2025-10-13,14,100.8,ecommerce,Salesforce
ORD-000053,CUST-0002,SKU-0049,2026-05-10,11,85.8,rep,SAP
ORD-000055,CUST-0002,SKU-0001,2026-02-10,9,40.5,ecommerce,Salesforce
ORD-000056,CUST-0002,SKU-0009,2026-07-17,8,76.0,ecommerce,Salesforce
ORD-000057,CUST-0002,SKU-0021,2026-07-17,20,144.0,ecommerce,Salesforce
ORD-000058,CUST-0002,SKU-0059,2026-07-17,10,20.0,ecommerce,Salesforce
ORD-000059,CUST-0002,SKU-0009,2025-08-30,4,38.0,ecommerce,Salesforce
ORD-000060,CUST-0002,SKU-0042,2026-02-21,5,36.0,rep,SAP
ORD-000061,CUST-0002,SKU-0040,2026-02-21,14,68.6,rep,SAP
ORD-000063,CUST-0002,SKU-0042,2026-02-21,12,86.4,ecommerce,Salesforce
ORD-000064,CUST-0003,SKU-0004,2026-03-27,11,35.2,ecommerce,Salesforce
ORD-000065,CUST-0003,SKU-0052,2026-05-23,7,35.0,rep,SAP
ORD-000067,CUST-0003,SKU-0005,2025-10-20,1,3.4,ecommerce,Salesforce
ORD-000068,CUST-0003,SKU-0038,2025-10-20,11,60.5,ecommerce,Salesforce
ORD-000069,CUST-0003,SKU-0039,2025-10-10,15,48.0,rep,SAP
ORD-000071,CUST-0003,SKU-0031,2025-10-10,1,6.5,ecommerce,Salesforce
ORD-000072,CUST-0003,SKU-0039,2025-10-10,15,48.0,ecommerce,Salesforce
ORD-000073,CUST-0003,SKU-0042,2026-06-14,19,136.8,ecommerce,Salesforce
ORD-000074,CUST-0003,SKU-0034,2026-06-14,10,22.0,ecommerce,Salesforce
ORD-000075,CUST-0003,SKU-0042,2025-09-26,18,129.6,rep,SAP
ORD-000076,CUST-0003,SKU-0031,2026-03-26,14,91.0,rep,SAP
ORD-000077,CUST-0003,SKU-0030,2026-03-26,5,11.5,ecommerce,Salesforce
ORD-000078,CUST-0003,SKU-0058,2025-09-22,12,62.4,rep,SAP
ORD-000080,CUST-0004,SKU-0008,2026-05-21,20,42.0,ecommerce,Salesforce
ORD-000081,CUST-0004,SKU-0053,2026-05-21,16,67.2,ecommerce,Salesforce
ORD-000082,CUST-0004,SKU-0024,2026-05-21,4,14.0,rep,SAP
ORD-000084,CUST-0004,SKU-0009,2026-06-17,6,57.0,ecommerce,Salesforce
ORD-000085,CUST-0004,SKU-0023,2026-06-17,1,13.5,ecommerce,Salesforce
ORD-000086,CUST-0004,SKU-0006,2026-06-17,1,2.2,ecommerce,Salesforce
ORD-000087,CUST-0004,SKU-0030,2026-06-17,6,13.8,ecommerce,Salesforce
ORD-000088,CUST-0004,SKU-0037,2026-06-17,20,62.0,ecommerce,Salesforce
ORD-000089,CUST-0004,SKU-0008,2025-10-26,15,31.5,ecommerce,Salesforce
ORD-000090,CUST-0004,SKU-0010,2025-10-26,17,98.6,ecommerce,Salesforce
ORD-000091,CUST-0004,SKU-0042,2025-10-26,10,72.0,ecommerce,Salesforce
ORD-000092,CUST-0004,SKU-0007,2025-10-26,10,22.0,rep,SAP
ORD-000093,CUST-0004,SKU-0019,2025-10-26,11,93.5,ecommerce,Salesforce
ORD-000095,CUST-0004,SKU-0038,2026-03-15,1,5.5,ecommerce,Salesforce
ORD-000096,CUST-0004,SKU-0049,2026-01-14,14,109.2,ecommerce,Salesforce
ORD-000097,CUST-0004,SKU-0011,2026-01-14,20,64.0,ecommerce,Salesforce
ORD-000098,CUST-0004,SKU-0050,2026-01-14,4,14.0,ecommerce,Salesforce
ORD-000099,CUST-0004,SKU-0050,2026-01-14,10,35.0,rep,SAP
ORD-000100,CUST-0004,SKU-0005,2026-01-14,17,57.8,ecommerce,Salesforce
ORD-000101,CUST-0004,SKU-0007,2025-11-14,4,8.8,ecommerce,Salesforce
ORD-000102,CUST-0004,SKU-0006,2025-11-14,16,35.2,ecommerce,Salesforce
ORD-000103,CUST-0004,SKU-0050,2025-11-14,11,38.5,ecommerce,Salesforce
ORD-000104,CUST-0004,SKU-0038,2026-03-21,2,11.0,ecommerce,Salesforce
ORD-000105,CUST-0004,SKU-0004,2026-03-21,12,38.4,rep,SAP
ORD-000106,CUST-0004,SKU-0055,2026-03-21,3,5.7,ecommerce,Salesforce
ORD-000107,CUST-0004,SKU-0039,2026-03-31,19,60.8,ecommerce,Salesforce
ORD-000109,CUST-0004,SKU-0051,2026-03-31,6,25.2,ecommerce,Salesforce
ORD-000110,CUST-0004,SKU-0034,2026-03-31,17,37.4,ecommerce,Salesforce
ORD-000111,CUST-0004,SKU-0025,2026-03-31,14,49.0,rep,SAP
ORD-000112,CUST-0004,SKU-0051,2025-09-02,13,54.6,ecommerce,Salesforce
ORD-000113,CUST-0004,SKU-0029,2025-09-02,3,6.9,ecommerce,Salesforce
ORD-000114,CUST-0004,SKU-0010,2025-09-02,20,116.0,rep,SAP
ORD-000116,CUST-0004,SKU-0044,2026-05-20,17,151.3,ecommerce,Salesforce
ORD-000117,CUST-0004,SKU-0029,2026-05-20,10,23.0,ecommerce,Salesforce
ORD-000118,CUST-0004,SKU-0032,2026-05-20,7,25.2,ecommerce,Salesforce
ORD-000120,CUST-0004,SKU-0003,2025-09-15,11,42.9,rep,SAP
ORD-000121,CUST-0004,SKU-0006,2025-09-15,6,13.2,rep,SAP
ORD-000122,CUST-0004,SKU-0049,2025-10-30,8,62.4,rep,SAP
ORD-000123,CUST-0004,SKU-0051,2025-10-30,15,63.0,ecommerce,Salesforce
ORD-000124,CUST-0004,SKU-0051,2025-10-30,16,67.2,rep,SAP
ORD-000125,CUST-0004,SKU-0031,2025-10-30,10,65.0,rep,SAP
ORD-000126,CUST-0005,SKU-0009,2025-10-28,9,85.5,ecommerce,Salesforce
ORD-000127,CUST-0005,SKU-0058,2025-10-28,17,88.4,rep,SAP
ORD-000128,CUST-0005,SKU-0038,2025-10-28,3,16.5,rep,SAP
ORD-000129,CUST-0005,SKU-0009,2025-10-28,14,133.0,ecommerce,Salesforce
ORD-000132,CUST-0005,SKU-0058,2026-08-07,16,83.2,ecommerce,Salesforce
ORD-000133,CUST-0005,SKU-0010,2026-08-07,5,29.0,ecommerce,Salesforce
ORD-000134,CUST-0005,SKU-0010,2026-05-04,10,58.0,ecommerce,Salesforce
ORD-000135,CUST-0005,SKU-0009,2026-05-04,4,38.0,rep,SAP
ORD-000136,CUST-0005,SKU-0058,2026-05-04,5,26.0,ecommerce,Salesforce
ORD-000137,CUST-0005,SKU-0010,2026-05-04,3,17.4,ecommerce,Salesforce
ORD-000138,CUST-0005,SKU-0038,2026-05-03,16,88.0,ecommerce,Salesforce
ORD-000139,CUST-0005,SKU-0029,2026-05-03,3,6.9,ecommerce,Salesforce
ORD-000140,CUST-0005,SKU-0010,2026-05-03,2,11.6,ecommerce,Salesforce
ORD-000142,CUST-0005,SKU-0009,2026-05-03,10,95.0,ecommerce,Salesforce
ORD-000143,CUST-0005,SKU-0033,2025-08-28,13,58.5,rep,SAP
ORD-000144,CUST-0005,SKU-0008,2025-08-28,12,25.2,rep,SAP
ORD-000145,CUST-0005,SKU-0009,2025-08-28,12,114.0,ecommerce,Salesforce
ORD-000146,CUST-0005,SKU-0039,2026-03-20,16,51.2,ecommerce,Salesforce
ORD-000147,CUST-0005,SKU-0058,2026-03-20,14,72.8,ecommerce,Salesforce
ORD-000148,CUST-0005,SKU-0035,2026-03-20,10,23.0,ecommerce,Salesforce
ORD-000149,CUST-0005,SKU-0031,2026-03-20,20,130.0,rep,SAP
ORD-000152,CUST-0005,SKU-0006,2026-03-22,20,44.0,ecommerce,Salesforce
ORD-000153,CUST-0005,SKU-0030,2025-10-10,13,29.9,rep,SAP
ORD-000154,CUST-0005,SKU-0024,2025-10-24,15,52.5,rep,SAP
ORD-000155,CUST-0005,SKU-0030,2025-10-24,9,20.7,ecommerce,Salesforce
ORD-000156,CUST-0005,SKU-0032,2025-10-24,17,61.2,ecommerce,Salesforce
ORD-000157,CUST-0005,SKU-0049,2025-10-24,15,117.0,ecommerce,Salesforce
ORD-000158,CUST-0005,SKU-0005,2026-07-28,15,51.0,ecommerce,Salesforce
ORD-000159,CUST-0005,SKU-0052,2026-07-28,11,55.0,ecommerce,Salesforce
ORD-000161,CUST-0005,SKU-0042,2026-07-28,8,57.6,ecommerce,Salesforce
ORD-000163,CUST-0006,SKU-0049,2025-12-06,16,124.8,ecommerce,Salesforce
ORD-000164,CUST-0006,SKU-0005,2025-12-06,5,17.0,rep,SAP
ORD-000165,CUST-0006,SKU-0010,2025-12-06,18,104.4,ecommerce,Salesforce
ORD-000166,CUST-0006,SKU-0005,2025-10-12,17,57.8,ecommerce,Salesforce
ORD-000168,CUST-0006,SKU-0010,2025-10-12,10,58.0,ecommerce,Salesforce
ORD-000169,CUST-0006,SKU-0006,2025-10-12,20,44.0,rep,SAP
ORD-000170,CUST-0006,SKU-0002,2026-05-22,3,14.4,ecommerce,Salesforce
ORD-000171,CUST-0006,SKU-0042,2026-05-29,1,7.2,ecommerce,Salesforce
ORD-000172,CUST-0006,SKU-0031,2026-05-29,8,52.0,rep,SAP
ORD-000173,CUST-0006,SKU-0058,2026-05-29,2,10.4,ecommerce,Salesforce
ORD-000175,CUST-0006,SKU-0009,2026-04-01,12,114.0,ecommerce,Salesforce
ORD-000176,CUST-0006,SKU-0010,2025-12-08,5,29.0,ecommerce,Salesforce
ORD-000178,CUST-0006,SKU-0013,2025-12-08,6,17.4,ecommerce,Salesforce
ORD-000179,CUST-0006,SKU-0031,2025-12-08,1,6.5,ecommerce,Salesforce
ORD-000180,CUST-0006,SKU-0009,2026-03-29,2,19.0,ecommerce,Salesforce
ORD-000181,CUST-0006,SKU-0044,2026-03-29,16,142.4,ecommerce,Salesforce
ORD-000182,CUST-0006,SKU-0049,2025-10-01,12,93.6,rep,SAP
ORD-000183,CUST-0006,SKU-0029,2025-10-01,18,41.4,ecommerce,Salesforce
ORD-000184,CUST-0006,SKU-0050,2025-10-01,20,70.0,ecommerce,Salesforce
ORD-000185,CUST-0006,SKU-0026,2025-10-01,12,74.4,rep,SAP
ORD-000186,CUST-0006,SKU-0042,2026-02-10,2,14.4,ecommerce,Salesforce
ORD-000188,CUST-0007,SKU-0042,2026-01-21,10,72.0,ecommerce,Salesforce
ORD-000191,CUST-0007,SKU-0041,2026-01-21,1,4.5,ecommerce,Salesforce
ORD-000192,CUST-0007,SKU-0058,2026-01-21,2,10.4,ecommerce,Salesforce
ORD-000193,CUST-0007,SKU-0025,2026-06-25,5,17.5,rep,SAP
ORD-000194,CUST-0007,SKU-0007,2026-06-25,1,2.2,ecommerce,Salesforce
ORD-000196,CUST-0007,SKU-0048,2026-06-25,2,12.4,rep,SAP
ORD-000197,CUST-0007,SKU-0042,2026-06-25,13,93.6,ecommerce,Salesforce
ORD-000198,CUST-0007,SKU-0042,2026-05-06,16,115.2,ecommerce,Salesforce
ORD-000199,CUST-0007,SKU-0008,2026-05-06,10,21.0,rep,SAP
ORD-000200,CUST-0007,SKU-0030,2026-05-06,18,41.4,rep,SAP
ORD-000202,CUST-0007,SKU-0049,2025-12-25,3,23.4,ecommerce,Salesforce
ORD-000203,CUST-0007,SKU-0010,2025-12-25,7,40.6,rep,SAP
ORD-000204,CUST-0007,SKU-0007,2026-05-21,2,4.4,ecommerce,Salesforce
ORD-000205,CUST-0007,SKU-0005,2026-05-21,14,47.6,ecommerce,Salesforce
ORD-000206,CUST-0007,SKU-0004,2026-05-21,18,57.6,rep,SAP
ORD-000207,CUST-0007,SKU-0008,2026-07-07,11,23.1,ecommerce,Salesforce
ORD-000208,CUST-0007,SKU-0042,2026-07-07,19,136.8,ecommerce,Salesforce
ORD-000210,CUST-0007,SKU-0003,2026-07-07,13,50.7,rep,SAP
ORD-000211,CUST-0007,SKU-0029,2026-01-02,10,23.0,ecommerce,Salesforce
ORD-000212,CUST-0007,SKU-0009,2026-05-02,17,161.5,ecommerce,Salesforce
ORD-000213,CUST-0007,SKU-0058,2026-05-02,15,78.0,ecommerce,Salesforce
ORD-000214,CUST-0007,SKU-0050,2026-05-02,10,35.0,ecommerce,Salesforce
ORD-000215,CUST-0007,SKU-0050,2026-05-02,14,49.0,ecommerce,Salesforce
ORD-000216,CUST-0007,SKU-0039,2026-07-15,11,35.2,rep,SAP
ORD-000217,CUST-0008,SKU-0022,2025-12-05,10,80.0,ecommerce,Salesforce
ORD-000218,CUST-0008,SKU-0049,2025-12-05,8,62.4,ecommerce,Salesforce
ORD-000223,CUST-0008,SKU-0044,2026-02-11,20,178.0,rep,SAP
ORD-000225,CUST-0008,SKU-0013,2026-02-11,19,55.1,ecommerce,Salesforce
